customer_id,sex,customer_age,tenure,age_group,tenure_group,total_baskets,total_items,avg_basket_size,distinct_products,last_basket_date,days_since_last_basket
39201589,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38288215,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
40085297,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39888051,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
40074867,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38831779,MALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37981475,MALE,29.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38795519,FEMALE,24.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38700585,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38698821,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38728431,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38550981,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38530247,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38816603,FEMALE,30.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37961049,MALE,29.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38960207,MALE,50.0,6,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37988839,FEMALE,31.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38182333,MALE,23.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38640497,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38591609,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38883568,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38148607,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38658711,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39804871,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38378543,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39171307,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38324055,MALE,37.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
39533501,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38747752,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38768233,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38493637,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38058097,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38051517,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38867213,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39916387,MALE,65.0,6,45+,neu,0.0,0.0,0.0,0.0,,-1.0
39048905,MALE,29.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38697855,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39704763,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39795287,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
40084793,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38228645,MALE,23.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38959459,FEMALE,23.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
39014059,FEMALE,28.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38024077,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38546753,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38832633,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38858197,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38287571,MALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38449987,FEMALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
40080831,MALE,35.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
38260355,MALE,37.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
39797163,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39691645,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38026975,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38794021,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38397401,FEMALE,37.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
38313065,MALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
39282487,MALE,22.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
39640447,MALE,21.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38759917,FEMALE,27.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38234301,MALE,29.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
39814593,MALE,51.0,6,45+,neu,2.0,5.0,2.5,2.0,2019-06-08,1667.0
38590727,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39796547,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39854199,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38161078,FEMALE,62.0,6,45+,neu,0.0,0.0,0.0,0.0,,-1.0
39851026,MALE,24.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
39690175,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39762345,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39763885,FEMALE,49.0,6,45+,neu,0.0,0.0,0.0,0.0,,-1.0
38684205,MALE,58.0,6,45+,neu,0.0,0.0,0.0,0.0,,-1.0
38364557,MALE,24.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
40087929,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38470537,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38769003,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38249003,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38058937,FEMALE,26.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
39812395,MALE,31.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38108777,MALE,27.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37982259,FEMALE,44.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
39026253,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38250065,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39243491,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39655292,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38788183,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38436755,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
40036171,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38671101,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38718449,MALE,122.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38280263,FEMALE,27.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38018135,MALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38045665,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38570889,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38901401,FEMALE,25.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38422027,FEMALE,35.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
38285373,MALE,22.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38318385,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39940159,FEMALE,41.0,6,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
39763731,MALE,34.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38763053,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
37955320,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38288229,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39761743,MALE,22.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38468521,MALE,26.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
39334113,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38211887,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38607149,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38232859,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38754737,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38363633,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38508743,FEMALE,24.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38717819,FEMALE,24.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38886085,MALE,30.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38456439,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39165693,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38869313,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39968733,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38956169,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38289685,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39850461,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38555797,FEMALE,27.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
39751299,MALE,20.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
38694263,MALE,18.0,6,<25,neu,0.0,0.0,0.0,0.0,,-1.0
39712669,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38362527,FEMALE,31.0,6,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
38494617,MALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
38788967,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
39231871,FEMALE,123.0,6,,neu,0.0,0.0,0.0,0.0,,-1.0
36065855,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37459975,MALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36331799,MALE,18.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36277927,FEMALE,47.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37901115,FEMALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37644957,FEMALE,31.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37874771,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36192821,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36083915,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37611035,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37741431,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37906155,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36614249,MALE,40.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36144059,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36609531,MALE,19.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36765813,FEMALE,118.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36716659,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37720235,MALE,30.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37603937,FEMALE,18.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36410367,MALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37808211,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36099777,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36955065,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36507429,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36392587,MALE,28.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37514813,MALE,43.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37558185,MALE,118.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37454669,MALE,29.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36787250,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37419445,MALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36473871,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36870729,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36840349,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36514796,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36906807,MALE,45.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36129149,FEMALE,119.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36290415,FEMALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37700627,MALE,47.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36178891,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37668995,FEMALE,46.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36324309,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36127049,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36782739,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36327991,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36559115,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37876247,MALE,33.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36561618,FEMALE,39.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37426921,MALE,32.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36798027,MALE,36.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36381709,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37629666,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36329211,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37631181,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36908375,KVKKTALEPSILINDI,24.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36370553,MALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36938979,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36891295,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36419957,MALE,25.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36848486,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36339961,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36065953,MALE,32.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36542135,MALE,47.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36886633,FEMALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37703995,FEMALE,42.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36054627,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36193913,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36971753,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36558767,FEMALE,41.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37428811,MALE,33.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37604245,FEMALE,122.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36483391,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36531354,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37420481,FEMALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37724988,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37028579,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37879016,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37238019,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36844493,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36773740,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36542653,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36249703,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37710701,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36344567,FEMALE,46.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37648114,FEMALE,49.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36246091,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36422379,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36361045,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37254651,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37613359,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37055235,MALE,34.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36257389,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36954519,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36827567,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36650131,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37685487,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37911853,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36571745,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36335629,FEMALE,44.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37506539,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36877211,MALE,25.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36929879,FEMALE,43.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37661953,MALE,33.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37139907,FEMALE,31.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36924321,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36939931,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36675583,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37503767,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37658801,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37417667,FEMALE,27.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36148329,MALE,52.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36193157,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37706809,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37602425,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36203601,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37029517,MALE,35.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37465911,FEMALE,20.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36248079,MALE,38.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37727221,MALE,39.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37108575,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37607563,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36237089,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36406069,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37900860,MALE,18.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36530487,MALE,35.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37172216,MALE,31.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36223117,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37709287,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37610195,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37939055,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36211945,MALE,47.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36556877,FEMALE,64.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36583547,MALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37127965,MALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37888301,MALE,46.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36723309,MALE,24.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36633835,FEMALE,40.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37374687,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36323819,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37727669,MALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36623391,FEMALE,41.0,7,35-44,neu,1.0,2.0,2.0,1.0,2019-06-13,1662.0
36427811,MALE,33.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36998157,MALE,45.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37062361,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36091405,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36305731,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37624055,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37635969,MALE,37.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36709715,MALE,21.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36427699,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37732471,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36464113,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36453851,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36159683,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36085721,MALE,24.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37706095,FEMALE,42.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37685865,FEMALE,42.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36548855,MALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36370901,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36536311,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36190805,FEMALE,46.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
37049173,MALE,50.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36423555,MALE,45.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36909033,FEMALE,48.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36159547,MALE,19.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37572549,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36923299,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37159899,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36571885,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37110787,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36240757,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36902327,FEMALE,30.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36196153,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37051987,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36533021,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36252083,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37581917,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37634527,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36527533,FEMALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36761347,FEMALE,52.0,7,45+,neu,0.0,0.0,0.0,0.0,,-1.0
36908249,FEMALE,34.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37064461,FEMALE,37.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
37644691,FEMALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36908641,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36204525,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
36924447,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37640435,FEMALE,23.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
37683891,FEMALE,44.0,7,35-44,neu,0.0,0.0,0.0,0.0,,-1.0
36942969,FEMALE,26.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37633771,MALE,30.0,7,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
37427341,MALE,22.0,7,<25,neu,0.0,0.0,0.0,0.0,,-1.0
36958621,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37683205,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
37701013,MALE,123.0,7,,neu,0.0,0.0,0.0,0.0,,-1.0
34820317,MALE,30.0,8,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
35502747,FEMALE,23.0,8,<25,neu,0.0,0.0,0.0,0.0,,-1.0
34873881,FEMALE,33.0,8,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
35545685,MALE,23.0,8,<25,neu,0.0,0.0,0.0,0.0,,-1.0
35058023,MALE,30.0,8,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
35554899,FEMALE,28.0,8,25-34,neu,0.0,0.0,0.0,0.0,,-1.0
36002701,FEMALE,123.0,8,,neu,0.0,0.0,0.0,0.0,,-1.0
35547379,MALE,123.0,8,,neu,0.0,0.0,0.0,0.0,,-1.0
35293279,MALE,123.0,8,,neu,0.0,0.0,0.0,0.0,,-1.0
35729919,FEMALE,123.0,8,,neu,0.0,0.0,0.0,0.0,,-1.0
35516719,FEMALE,123.0,8,,neu,0.0,0.0,0.0,0.0,,-1.0
35479507,MALE,21.0,8,<25,neu,0.0,0.0,0.0,0.0,,-1.0
